equipo,Centro planif.,Ubicac.técnica,Denominación,Denominación.1,Activo fijo,Orden,Perfil catálogo,id_aviso,tipo_mantenimiento,descripcion,Fecha de aviso,Grupo códigos,TextoGrpPartObj,Cód.parte obj.,TextoCódPartObj,Grupo códigos.1,Código averia,TextoCódProblem,Causas avería,Causa,Txt. cód. mot.,causa_falla,fecha_inicio,hora_inicio,fecha_fin,hora_fin,Parada,duracion,Status sistema,Indicador ABC,fecha_inicio_dt,fecha_fin_dt,duracion_horas
20011146,CUS,OC-EST-DES-ALOC-ED,EDIFICACIONES,EDIFICACION CASETA BAHIAS,42005557.0,10043873.0,Z_XXXX,231154,m2,ruptura resorte escalera basculante b#3,1/09/2022,CRTC,Puente Grua / Aparejo,213,Frenos,SA-S-CL,SER1,Piezas Mecánicas Sueltas,,0,,nan,1/09/2022,13:30:00,1/09/2022,15:00:00,,0,MECE ORAS,,2022-09-01 13:30:00,2022-09-01 15:00:00,0.0
20020006,CUS,OC-EST-CUS-PMED-CAARC,MEDICIÓN CALIDAD ARCUS,TOMAMUESTRAS CALIDAD ARCUS,,10043989.0,S_IN,231157,m2,falla tomamuestas arcus,1/09/2022,PO-E-020,Sub. Control y monitoreo / Protección,E024,Interfaz de Comunicación,SA-S-IN,FTF2,No resp bajo demanda o señal en Operac,,0,,nan,1/09/2022,11:22:13,2/09/2022,0:00:00,X,"12,63",MECE ORAS,1,2022-09-01 11:22:13,2022-09-02 00:00:00,
20002121,EPO,OC-EST-EPO-PALM-TP304,TANQUE DE ALMACENAMIENTO TP304,SAAB RADAR TANQUE TP304,42005223.0,10043880.0,S_CL,231160,m2,tp-304 falla de radar,1/09/2022,PO-S-010,Sub. Control y monitoreo,S016,Software (Operativo o Diagnóstico),SA-S-CL,ERO3,Señal errática,,0,,nan,1/09/2022,14:00:00,1/09/2022,15:00:00,X,1,MECE ORAS,1,2022-09-01 14:00:00,2022-09-01 15:00:00,1.0
20010321,CVA,OC-TER-CVA-PALM-MUODC,MÚLTIPLE DE ALMACENAMIENTO MUODC,ACTUADOR MOV-531002,,10043777.0,Z_XXXX,231037,m2,solo opera de forma manual,10/08/2022,ADME,Actuador Mecánico,181,Engranaje,SA-S-VA,FTO1,No abre cuando se da la orden,C340,1,Desgaste normal del equipo,devanado quemado,31/08/2022,7:00:00,31/08/2022,17:30:00,X,"10,5",MECE ORAS,2,2022-08-31 07:00:00,2022-08-31 17:30:00,10.5
20017615,EPO,OC-EST-EPO-PMED-CA37010,MEDICIÓN CALIDAD CA37010,TOMAMUESTRAS CALIDAD 37,,10043860.0,S_IN,231147,m2,toma muestra araguaney falla strok,30/08/2022,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,ELP2,Fuga externa crudo - Fluido Proceso,,0,,nan,31/08/2022,8:00:00,31/08/2022,16:00:00,X,8,MECE ORAS,2,2022-08-31 08:00:00,2022-08-31 16:00:00,8.0
20006045,CCA,OC-EST-CCA-ALOC-ED,EDIFICACIONES CAUCACIA,OFICINAS PRINCIPALES,46001029.0,10043311.0,Z_XXXX,230447,m2,falla aires acondicionados oficina_cambi,5/04/2022,BLBL,Compresor Sopladores/Ventiladores,138,Cuerpo,SA-R-CO,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,8:00:00,30/08/2022,11:00:00,X,3,MECE ORAS,1,2022-08-30 08:00:00,2022-08-30 11:00:00,3.0
20003133,EPO,OC-EST-EPO-PMED-BESAN,BRAZO MEDICIÓN DE ENTRADA SANTIAGO 1,TRANSMISOR FLUJO SANTIAGO BRAZO 1,42002985.0,10043743.0,S_IN,230997,m2,falla medidor 394 patin de santiago,3/08/2022,PO-E-120,Sub. Misceláneos,E120,Cableado y Caja de Conexiones,SA-S-AM,ERO3,Señal errática,,0,,nan,30/08/2022,7:00:00,31/08/2022,17:00:00,,0,MECE ORAS,3,2022-08-30 07:00:00,2022-08-31 17:00:00,0.0
20019953,CUS,OC-EST-CUS-PREC-LIARA,LÍNEA DE RECIBO ARAGUANEY,VALVULA MOV_12x900- ENT 950-LIN REC ARAG,42003558.0,10043875.0,S_VA,231133,m2,falla mov 038 entrada arcus,29/08/2022,PO-S-060,Sub. Válvulas,S069,Actuador,SA-S-VA,FTC1,No cierra cuando se da la orden,,0,,nan,30/08/2022,7:00:00,30/08/2022,9:00:00,,0,MECE ORAS,1,2022-08-30 07:00:00,2022-08-30 09:00:00,0.0
20004743,CVA,OC-TER-CVA-PALM-TK12030,TANQUE DE ALMACENAMIENTO TK12030,TANQUE ALMAC CRUDO TK12030,45005293.0,10043884.0,I_TA,231145,m2,pitin en la tuberia anillo refrigeracion,30/08/2022,PO-I-040,Sub. Control y Monitoreo,I045,Tubería / Válvulas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,17:07:54,,0:00:00,,0,MECE ORAS,3,2022-08-30 17:07:54,,0.0
20004774,CVA,OC-TER-CVA-PALM-TK12010,TANQUE DE ALMACENAMIENTO TK12010,TANQUE ALMAC CRUDO TK12010,45005273.0,70015403.0,I_TA,231144,m2,anillo de concreto con grietas tk 12010,30/08/2022,PO-I-020,Sub. Externo,I025,Sellos / Juntas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,17:03:04,,0:00:00,X,0,MECE ORAS,3,2022-08-30 17:03:04,,0.0
20004811,CVA,OC-TER-CVA-PALM-TK7311,TANQUE DE ALMACENAMIENTO TK7311,TANQUE ALMAC CRUDO TK7311,45005304.0,70015404.0,I_TA,231143,m2,sello elastico con grietas tk 7311,30/08/2022,PO-I-020,Sub. Externo,I025,Sellos / Juntas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,16:59:44,,0:00:00,X,0,METR ORAS,3,2022-08-30 16:59:44,,0.0
20004833,CVA,OC-TER-CVA-PDIL-TK7313,TANQUES DE DILUCIÓN TK7313,TANQUE ALMAC NAFTA TK7313,45005405.0,70015405.0,I_TA,231141,m2,sello elastico con grietas tk 7313,30/08/2022,PO-I-020,Sub. Externo,I025,Sellos / Juntas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,16:48:36,,0:00:00,X,0,METR ORAS,3,2022-08-30 16:48:36,,0.0
20004834,CVA,OC-TER-CVA-PALM-TK7314,TANQUE DE ALMACENAMIENTO TK7314,TANQUE ALMAC CRUDO TK7314,45005327.0,10043889.0,I_TA,231146,m2,valvula drenaje dique lluvia tk 7314,30/08/2022,PO-I-040,Sub. Control y Monitoreo,I045,Tubería / Válvulas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,17:12:47,,0:00:00,X,0,METR ORAS,3,2022-08-30 17:12:47,,0.0
20004854,CVA,OC-TER-CVA-PALM-TK7312,TANQUE DE ALMACENAMIENTO TK7312,TANQUE ALMAC CRUDO TK7312,45005316.0,70015406.0,I_TA,231142,m2,sello elastico con grietas tk 7312,30/08/2022,PO-I-020,Sub. Externo,I025,Sellos / Juntas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,30/08/2022,16:55:57,,0:00:00,X,0,METR ORAS,3,2022-08-30 16:55:57,,0.0
20016311,PAE,OC-EST-PAE-AGEN-GE22020,GENERADOR PRINCIPAL 20,TURBINA DE POTENCIA GAS GE20,42003349.0,10043733.0,R_ST,230990,m2,falla parada de emergencia ge-22020,2/08/2022,PO-R-030,Sub. Control y Monitoreo,R030,Cableado y Caja de Conexiones,SA-R-ST,STD1,"Daño material, grietas, desgaste, corr.",C340,1,Desgaste normal del equipo,filtración de agua y entro en corto,29/08/2022,7:00:00,29/08/2022,10:30:00,,0,MECE ORAS,3,2022-08-29 07:00:00,2022-08-29 10:30:00,0.0
20005988,CCA,OC-EST-CCA-PREC-TG,TRAMPA RECIBO CCA,TRAMPA RECIBO CCA,45005072.0,10043849.0,I_VE,231126,m2,falta de hermetici tapa trampa de recibo,27/08/2022,PO-I-010,Sub. Estructura e Internos,I017,Sellos / Juntas,SA-I-VE,ELP2,Fuga externa crudo - Fluido Proceso,,0,,nan,29/08/2022,7:00:00,29/08/2022,17:00:00,X,10,MECE ORAS,1,2022-08-29 07:00:00,2022-08-29 17:00:00,10.0
20023257,CCA,OC-EST-CCA-ACOM-CR,SISTEMA DE CRUDO COMBUSTIBLE,MODULO SEP CENTRIF.CRUD COMBUST CE-5212,45005035.0,10043864.0,R_MS,231127,m2,falla electrica y mecanica ce-5212,27/08/2022,PO-R-040,Sub. Bombeo - Mezcla Fluidos,R046,Rodamientos,SA-R-MS,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,29/08/2022,7:30:00,29/08/2022,17:00:00,X,"9,5",MECE ORAS,,2022-08-29 07:30:00,2022-08-29 17:00:00,9.5
20023257,CCA,OC-EST-CCA-ACOM-CR,SISTEMA DE CRUDO COMBUSTIBLE,MODULO SEP CENTRIF.CRUD COMBUST CE-5212,45005035.0,10043714.0,R_MS,230962,m2,falla en alfa laval,28/07/2022,PO-R-030,Sub. Control y Monitoreo,R035,Tubería / Válvulas,SA-R-MS,LOO2,Salida por Baja Presión de Descarga,C320,1,Error de Operación,sistema de tratamiento de crudo en falla,28/08/2022,9:00:00,23/11/2022,17:30:00,X,"2.096,50",MECE ORAS,,2022-08-28 09:00:00,2022-11-23 17:30:00,
20023256,CCA,OC-EST-CCA-ACOM-CR,SISTEMA DE CRUDO COMBUSTIBLE,MODULO SEP CENTRIF.CRUD COMBUST CE-5211,45005034.0,10043863.0,R_MS,231128,m2,falla unidad centrifuga 11,28/08/2022,PO-R-010,Sub. Transmisión,R010,Acoples,SA-R-MS,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,28/08/2022,6:26:43,,0:00:00,,0,MECE ORAS,,2022-08-28 06:26:43,,0.0
20023257,CCA,OC-EST-CCA-ACOM-CR,SISTEMA DE CRUDO COMBUSTIBLE,MODULO SEP CENTRIF.CRUD COMBUST CE-5212,45005035.0,10043971.0,R_MS,231129,m2,alfa laval no enciende,28/08/2022,PO-R-030,Sub. Control y Monitoreo,R034,Unidad de Control,SA-R-MS,AIR1,"Falsa alarma, indicador defectuoso.",C310,1,Operación Fuera de parámetros,alfa laval no enciende,28/08/2022,8:00:00,28/08/2022,11:00:00,X,3,MECE ORAS,,2022-08-28 08:00:00,2022-08-28 11:00:00,3.0
20001582,VSA,OC-EST-VSA-PMED-BE3610,BRAZO MEDICIÓN DE ENTRADA BE3610,TRANSMISOR PRES BRAZO MED BE3610,,10043851.0,S_IN,231117,m2,falla transmisor presion fqe-3610,25/08/2022,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,NOO1,No hay señal,C310,1,Operación Fuera de parámetros,avería electrónica por vida util,26/08/2022,9:00:00,26/08/2022,11:00:00,X,2,MECE ORAS,1,2022-08-26 09:00:00,2022-08-26 11:00:00,2.0
20002128,EPO,OC-EST-EPO-PALM-TP304,TANQUE DE ALMACENAMIENTO TP304,TANQUE ALMAC CRUDO TP304,45005867.0,,I_TA,231121,m2,falla sonda de temperatura tp 304,26/08/2022,PO-I-070,Sub. Misceláneos,I070,Cableado y Caja de Conexiones,SA-I-TA,PDE1,Parámetro excede lim. superior/inferior,,0,,nan,26/08/2022,17:49:55,26/08/2022,17:49:55,X,0,MECE,3,2022-08-26 17:49:55,2022-08-26 17:49:55,0.0
20002892,EPO,OC-EST-EPO-ADRE-DC,DRENAJE CERRADO,BOMBA CENTRIFUGA TQ SUMIDERO BX305,45006436.0,10043867.0,R_PU,231120,m2,falla de nivel de sumidero fase 0,26/08/2022,PO-R-030,Sub. Control y Monitoreo,R033,Sensores,SA-R-PU,AIR1,"Falsa alarma, indicador defectuoso.",,0,,nan,26/08/2022,14:30:00,26/08/2022,17:00:00,X,"2,5",MECE ORAS,2,2022-08-26 14:30:00,2022-08-26 17:00:00,2.5
20018470,VSA,OC-EST-VSA-AAIR-BO,COMPRESOR AIRE,CONTROL Y MONITOREO,,10043270.0,Z_XXXX,230390,m2,falla rele termico compresor co-50100,23/03/2022,CBPH,Tablero De Control Eléctrico,345,Protecciones termicas,SA-E-SE,OHE1,Alta temperatura,C340,1,Desgaste normal del equipo,cambio de rele x nuevo,25/08/2022,8:00:00,25/08/2022,13:00:00,X,5,MECE ORAS,1,2022-08-25 08:00:00,2022-08-25 13:00:00,5.0
20019982,CUS,OC-EST-CUS-PMED-CAARC,MEDICIÓN CALIDAD ARCUS,Gabinete Muestreo Automático ARCUS,,10043834.0,Z_XXXX,231114,m2,falla desempeño toma muestras arcus,24/08/2022,PO-R-030,Sub. Control y Monitoreo,R034,Unidad de Control,SA-E-SG,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,25/08/2022,13:30:00,26/08/2022,11:00:00,,0,MECE ORAS,2,2022-08-25 13:30:00,2022-08-26 11:00:00,0.0
20003982,MRF,OC-EST-MRF-SCIN-ES,ESPUMA CONTRAINCENDIOS,BOMBA CONTRA INCENDIO ESPUMA,45003307.0,10043829.0,R_PU,231116,m2,bx401 falla en dosificacion concentrado,25/08/2022,PO-R-030,Sub. Control y Monitoreo,R034,Unidad de Control,SA-R-PU,LOO4,Salida por Bajo Flujo,,0,,nan,25/08/2022,7:23:45,,0:00:00,X,0,MECE ORAS,3,2022-08-25 07:23:45,,0.0
20017967,CVA,OC-TER-CVA-ADRE-DC,DRENAJE CERRADO,TRANSMISOR PRESION DES BU-53010,,10043765.0,S_IN,230941,m2,el pit 530105 del tu53100 presenta falla,25/07/2022,PO-R-030,Sub. Control y Monitoreo,R033,Sensores,SA-E-MC,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,24/08/2022,15:30:00,24/08/2022,17:30:00,X,2,MECE ORAS,2,2022-08-24 15:30:00,2022-08-24 17:30:00,2.0
20022279,VSA,OC-EST-VSA-PMED-BE3660,BRAZO MEDICIÓN DE ENTRADA BE3660,MEDIDOR FLUJO BRAZO MED 60,45004421.0,10043830.0,S_IN,231105,m2,falla medición flujo brazo ms-3660,23/08/2022,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,SER1,Piezas Mecánicas Sueltas,C540,1,Causa Desconocida,desacople tiquetero medidor,24/08/2022,11:30:00,24/08/2022,15:30:00,X,4,MECE ORAS,3,2022-08-24 11:30:00,2022-08-24 15:30:00,4.0
20010869,CUS,OC-EST-DES-PREC-BH20060,BAHIA DE RECIBO BH20060,TRANSMISOR PRES SUCC BAHIA 60,,10043844.0,S_IN,231111,m2,falla pit 200602 lectura erronea,24/08/2022,PO-R-030,Sub. Control y Monitoreo,R030,Cableado y Caja de Conexiones,SA-S-IN,ERO3,Señal errática,,0,,nan,24/08/2022,4:00:00,24/08/2022,5:00:00,,0,MECE ORAS,2,2022-08-24 04:00:00,2022-08-24 05:00:00,0.0
20019982,CUS,OC-EST-CUS-PMED-CAARC,MEDICIÓN CALIDAD ARCUS,Gabinete Muestreo Automático ARCUS,,10043845.0,Z_XXXX,231113,m2,falla desempeño toma muestras arcus,24/08/2022,PO-R-030,Sub. Control y Monitoreo,R034,Unidad de Control,SA-E-SG,AIR1,"Falsa alarma, indic. defectuosa de inst.",,0,,nan,24/08/2022,14:07:11,25/08/2022,0:00:00,X,"9,88",MECE ORAS,2,2022-08-24 14:07:11,2022-08-25 00:00:00,9.88
20022561,CUS,OC-EST-DES-PREC-BH20010,BAHIA DE RECIBO BH20010,VALVULA COMP BAHIA 10,42005656.0,10043846.0,S_VM,231110,m2,falla zs 200101,24/08/2022,PO-I-040,Sub. Control y Monitoreo,I045,Tubería / Válvulas,SA-S-VM,AIR2,Falsa alarma e indicación,,0,,nan,24/08/2022,5:00:00,24/08/2022,6:00:00,,0,MECE ORAS,1,2022-08-24 05:00:00,2022-08-24 06:00:00,0.0
20003982,MRF,OC-EST-MRF-SCIN-ES,ESPUMA CONTRAINCENDIOS,BOMBA CONTRA INCENDIO ESPUMA,45003307.0,10043796.0,R_PU,230979,m2,"bx-401 fuga espuma valvula 2"" succion",30/07/2022,PO-R-040,Sub. Bombeo - Mezcla Fluidos,R049,Tubería / Válvulas,SA-R-PU,SER1,Piezas Mecánicas Sueltas,,0,,nan,23/08/2022,7:00:00,23/08/2022,12:00:00,X,5,MECE ORAS,3,2022-08-23 07:00:00,2022-08-23 12:00:00,5.0
20002691,EPO,OC-EST-EPO-SCIN-AU,AGUA CONTRAINCENDIOS,MOTOR DIESEL BA305,45003346.0,10043811.0,S_FE,231034,m2,falla bateria b de la unidad  ba-305 sci,10/08/2022,PO-S-080,Sub. Motor Combustión SCI,S084,Energía de Arranque,SA-S-FE,FTF1,Equipos FireNo resp bajo demanda o señal en emerg. Gas- Extinción,,0,,nan,23/08/2022,15:00:00,23/08/2022,17:00:00,X,2,MECE ORAS,3,2022-08-23 15:00:00,2022-08-23 17:00:00,2.0
20003981,MRF,OC-EST-MRF-SCIN-ES,ESPUMA CONTRAINCENDIOS,PROPORCIONADOR CONTRAINC ESPUMA,,10043829.0,S_FE,231090,m2,sistema proporcionador de espuma falla,20/08/2022,PO-U-070,Sub. Misceláneos,U072,Tubería / Válvulas,SA-S-VA,SPO1,Operación inesperada,,0,,nan,23/08/2022,13:30:00,23/08/2022,17:30:00,X,4,MECE ORAS,3,2022-08-23 13:30:00,2022-08-23 17:30:00,4.0
20009856,CCA,OC-EST-CCA-ACOM-CR,SISTEMA DE CRUDO COMBUSTIBLE,TRANSMISOR PRES DIF PDIT-520201,,10043972.0,S_IN,231101,m2,falla pdi 520201,22/08/2022,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,ERO3,Señal errática,C320,1,Error de Operación,falla en la señal indicada,23/08/2022,8:00:00,23/08/2022,9:00:00,X,1,MECE ORAS,2,2022-08-23 08:00:00,2022-08-23 09:00:00,1.0
20017187,CUS,OC-EST-CUS-UENF-PQ42040,PAQUETE ENFRIAMIENTO VFD-42040,AIRE AC SPLIT/VENT PQE B VFD42040,42005582.0,10043843.0,U_AI,231103,m2,revisar falla chiller 42040,22/08/2022,PO-E-110,Sub. Refrigeración,E116,Ventiladores de Refrigeración,SA-S-AM,FTF4,Falla de Control,,0,,nan,23/08/2022,13:40:00,23/08/2022,17:40:00,,0,MECE ORAS,3,2022-08-23 13:40:00,2022-08-23 17:40:00,0.0
20011270,VSA,OC-EST-VSA-AELE-MT,MEDIA TENSIÓN,COMPARTIMENTO CONTROL,,10043831.0,Z_XXXX,231108,m2,mtto cvo x paso control celda a6 / a13,23/08/2022,CBPH,Tablero De Control Eléctrico,129,Contactores,SA-E-SG,FOF1,Frecuencia equivocada u oscilante,C320,1,Error de Operación,borneras de corriente en cortocircuito,23/08/2022,16:00:00,23/08/2022,18:00:00,X,2,MECE ORAS,1,2022-08-23 16:00:00,2022-08-23 18:00:00,2.0
20010849,CUS,OC-EST-DES-PREC-BH20050,BAHIA DE RECIBO BH20050,SWITCH FLUJO SUCC BAHIA 50,,10043835.0,S_IN,231109,m2,falla swiche de flujo bt 20050,24/08/2022,PO-R-020,Sub. Lubricación,R027,Sensores,SA-S-IN,ERO3,Señal errática,,0,,nan,23/08/2022,20:00:00,24/08/2022,11:00:00,,0,MECE ORAS,2,2022-08-23 20:00:00,2022-08-24 11:00:00,0.0
20001126,CUS,OC-EST-CUS-PMED-PR5101,PROBADOR DE MEDICIÓN PR5101,VALVULA MOV_6x300- 4VIAS 950-PR5101,42005591.0,10043990.0,S_VA,231102,m2,atascamiento mov-5109a,22/08/2022,PO-S-070,Sub. Actuador,S076,Tope de recorrido,SA-S-VA,PLU7,Atascamiento,,0,,nan,22/08/2022,22:57:48,22/08/2022,23:00:00,,0,MECE ORAS,3,2022-08-22 22:57:48,2022-08-22 23:00:00,0.0
20003098,EPO,OC-EST-EPO-PDES-TG82000,TRAMPA DESPACHO TG82000,VASIJA TRAMPA DESPACHO EPO-PAE,45006009.0,10043810.0,I_VE,231100,m2,goteo producto valvula vent. tg-82000,22/08/2022,PO-I-010,Sub. Estructura e Internos,I019,Tubería / Válvulas,SA-I-VE,ELP2,Fuga externa crudo - Fluido Proceso,,0,,nan,22/08/2022,14:52:19,23/08/2022,0:00:00,X,"9,13",MECE ORAS,1,2022-08-22 14:52:19,2022-08-23 00:00:00,9.13
20003515,MRF,OC-EST-MRF-AAIR-BO,AIRE BOMBEO,COMPRESOR AIRE 403,42002139.0,20162957.0,R_CO,231097,m2,ca 403 fuga de aceite,22/08/2022,PO-R-020,Sub. Lubricación,R021,Aceite Lubricante,SA-R-CO,ELU1,Fuga ext. acei. hidráulico - Fl. Utilit.,,0,,nan,22/08/2022,7:39:39,,0:00:00,X,0,MECE ORAS,2,2022-08-22 07:39:39,,0.0
20001354,VSA,OC-EST-VSA-SCTR-DCS,DSC  CONTROL,UY-600301 MASTER STATION 02,,10043802.0,S_CL,231089,m2,falla master station vasconia,20/08/2022,PO-I-040,Sub. Control y Monitoreo,I043,Monitoreo (PLC - Tarjetas - sensores),SA-U-EA,AIR2,Falsa alarma e indicación,,0,,nan,20/08/2022,14:42:11,20/08/2022,14:42:11,X,0,MECE ORAS,3,2022-08-20 14:42:11,2022-08-20 14:42:11,0.0
20021116,GRA,OC-EST-GRA-SCIN-DT,SISTEMA DETECCION GRANJITA,SISTEMA DETECCION PORTERIA PPAL,42004799.0,10043417.0,S_FE,230589,m2,cival panel control sistema f&g tg-10,26/04/2022,PO-S-080,Sub. Motor Combustión SCI,S084,Energía de Arranque,SA-S-FE,FTF1,Equipos FireNo resp bajo demanda o señal en emerg. Gas- Extinción,C340,1,Desgaste normal del equipo,fue operado sin tener en cuenta la lógic,19/08/2022,8:00:00,19/08/2022,17:00:00,X,9,MECE ORAS,3,2022-08-19 08:00:00,2022-08-19 17:00:00,9.0
20003831,MRF,OC-EST-MRF-SCIN-AU,AGUA CONTRAINCENDIOS,MOTOR DIESEL BA403 CIAGUA,45006766.0,10043794.0,S_FE,230862,m2,contraincendio ba 403 fuga sellos agua.,9/07/2022,PO-S-080,Sub. Motor Combustión SCI,S088,Sellos,SA-S-FE,AIR2,Equipos FireFalsa alarma e indicación Gas- Extinción,,0,,nan,19/08/2022,14:30:00,19/08/2022,17:30:00,X,3,MECE ORAS,3,2022-08-19 14:30:00,2022-08-19 17:30:00,3.0
20003833,MRF,OC-EST-MRF-SCIN-AU,AGUA CONTRAINCENDIOS,MOTOR DIESEL BA404 CIAGUA,45002985.0,10043795.0,S_FE,230863,m2,contraincendio ba 404 fuga sellos agua.,9/07/2022,PO-S-080,Sub. Motor Combustión SCI,S088,Sellos,SA-S-FE,AIR2,Equipos FireFalsa alarma e indicación Gas- Extinción,,0,,nan,19/08/2022,7:00:00,19/08/2022,12:00:00,X,5,MECE ORAS,3,2022-08-19 07:00:00,2022-08-19 12:00:00,5.0
20016863,PAE,OC-EST-PAE-SCIN-LP,SISTEMA DE AGENTE LIMPIO PAEZ,DETECTOR FUEGO #1 TURBOGENERADOR,,10043775.0,S_FD,231044,m2,falla detector de fuego,12/08/2022,PO-E-020,Sub. Control y monitoreo / Protección,E025,Monitoreo (PLC - Tarjetas - sensores),SA-S-IN,AIR2,Falsa alarma e indicación,C340,1,Desgaste normal del equipo,falla del sensor,19/08/2022,10:00:00,19/08/2022,12:00:00,,0,MECE ORAS,3,2022-08-19 10:00:00,2022-08-19 12:00:00,0.0
20017974,CVA,OC-TER-CVA-PREC-CPRE,CONEXIÓN DE RECIBO,LDS TRANSMISOR PRES TUBERIA CTRL FLUJO,,10043594.0,S_IN,230831,m2,desconfigurado pic-240107,3/07/2022,PO-S-010,Sub. Control y monitoreo,S012,Cableado y Caja de Conexiones,SA-S-IN,AIR2,Falsa alarma e indicación,,0,,nan,18/08/2022,15:00:00,18/08/2022,17:30:00,X,"2,5",MECE ORAS,2,2022-08-18 15:00:00,2022-08-18 17:30:00,2.5
20011034,CUS,OC-EST-DES-PMED-BE20060,MEDICIÓN CRUDO ENTRADA BE20060,MEDIDOR FLUJO BRAZO 60,42005454.0,10043793.0,S_IN,231078,m2,medidor de flujo b#6,18/08/2022,PO-S-010,Sub. Control y monitoreo,S014,Indicador o Sensor,SA-S-IN,FTF2,No resp bajo demanda o señal en Operac,,0,,nan,18/08/2022,16:00:00,18/08/2022,24:00:00,,0,MECE ORAS,3,2022-08-18 16:00:00,2022-08-19 00:00:00,0.0
20003515,MRF,OC-EST-MRF-AAIR-BO,AIRE BOMBEO,COMPRESOR AIRE 403,42002139.0,10043800.0,R_CO,231076,m2,ca-403 presenta fuga de aceite,18/08/2022,PO-R-020,Sub. Lubricación,R021,Aceite Lubricante,SA-R-CO,ELU1,Fuga ext. acei. hidráulico - Fl. Utilit.,,0,,nan,18/08/2022,5:57:23,,0:00:00,X,0,METR ORAS,2,2022-08-18 05:57:23,,0.0
20021219,GRA,OC-EST-GRA-AGEN-GE22020,GENERADOR PRINCIPAL 20,SISTEMA FIRE AND GAS,,10043418.0,Z_XXXX,230590,m2,cival panel control sistema f&g tg-20,26/04/2022,PO-S-080,Sub. Motor Combustión SCI,S084,Energía de Arranque,SA-S-FE,FTF1,Equipos FireNo resp bajo demanda o señal en emerg. Gas- Extinción,C340,1,Desgaste normal del equipo,mal operado la logica,17/08/2022,8:00:00,17/08/2022,12:00:00,X,4,MECE ORAS,3,2022-08-17 08:00:00,2022-08-17 12:00:00,4.0
20023219,CQO,OC-EST-CQO-ALOC-ED,EDIFICACIONES,ILUMINACION INT CHIQUILLO,,10043521.0,U_IL,230758,m2,falla luminar conten camp ppal,12/06/2022,PO-U-050,Sub. Lamparas,U051,Tubo / Bombillo /Reflector,SA-U-IL,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,17/08/2022,7:30:00,17/08/2022,17:30:00,X,10,MECE ORAS,1,2022-08-17 07:30:00,2022-08-17 17:30:00,10.0
20011481,CUS,OC-EST-DES-PMED-BE20090,MEDICIÓN CRUDO ENTRADA BE20090,VALVULA MOV_4x150- SAL 950-BE20090,42005716.0,10043785.0,S_VA,231063,m2,atascamiento mov-300931,16/08/2022,PO-S-070,Sub. Actuador,S077,Vástago,SA-S-VA,PLU7,Atascamiento,,0,,nan,17/08/2022,7:00:00,17/08/2022,8:30:00,,0,MECE ORAS,2,2022-08-17 07:00:00,2022-08-17 08:30:00,0.0
20017860,CCA,OC-EST-CCA-PDES-RP220560,REGULADOR  PRESION PV-220560 SAL BOMB,VALVULA MOV_30x600BYP720-PV-220560,,10043789.0,S_VA,231066,m2,falla valvula 420080,17/08/2022,PO-S-060,Sub. Válvulas,S069,Actuador,SA-S-VA,PLU7,Atascamiento,,0,,nan,17/08/2022,8:00:00,17/08/2022,14:00:00,X,6,MECE ORAS,2,2022-08-17 08:00:00,2022-08-17 14:00:00,6.0
20002083,EPO,OC-EST-EPO-PALM-TP301,TANQUE DE ALMACENAMIENTO TP301,TANQUE ALMAC CRUDO TP301,45005834.0,10043821.0,I_TA,231067,m2,trazas aceitosas techo flotante tp-301,17/08/2022,PO-I-010,Sub. Estructura e Internos,I017,Sellos / Juntas,SA-I-TA,STD1,"Daño material, grietas, desgaste, corr.",,0,,nan,17/08/2022,8:00:07,,0:00:00,,0,MECE ORAS,3,2022-08-17 08:00:07,,0.0
20008592,EPO,OC-EST-EPO-PALM-CPAL,CONEXIÓN ALMACENAMIENTO,LDS SWITCH FLUJO 16 LINEA TANQUES,,10043792.0,S_IN,231065,m2,falla sistema saab,17/08/2022,PO-S-010,Sub. Control y monitoreo,S016,Software (Operativo o Diagnóstico),SA-S-IN,ERO3,Señal errática,,0,,nan,17/08/2022,3:00:00,17/08/2022,7:00:00,X,4,MECE ORAS,3,2022-08-17 03:00:00,2022-08-17 07:00:00,4.0
